run_id,binary_sha256,variant,backend,access,workload,parallelism,lanes,records,seed,repeat,warmup_requested,seconds_requested,valid,exit_code,error,setup_seconds,warmup_ops,operations,seconds,ops_per_second,p50_ns,p99_ns,errors,handoffs,rocksdb_granted,rocksdb_diverted,peak_rss_bytes,peak_threads_sampled,cpu_user_seconds,cpu_system_seconds,wall_seconds
goexec-blocking-rocksdb-sdk-read-p1-c4-r0-n100000-w3-s10-seed20260917,e963d801d8310f2cb89458be25ab0c11ddbbeddc08501d21e1d74f2cc4e7ef50,goexec-blocking,rocksdb,sdk,read,1,4,100000,20260917,0,3,10,True,0,,1.3601532920000001,229372,765040,10.000061458,76503.5298246064,51647,66303,0,0,3825225,0,264159232,48,14.25894,0.369597,14.427825125000254
goexec-rocksdb-sdk-read-p1-c4-r0-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,rocksdb,sdk,read,1,4,100000,20260917,0,3,10,True,0,,2.973556583,142067,472330,10.000079709,47232.62351348124,83583,126143,0,0,0,2361671,264519680,48,18.811125,11.494687,16.0420335419999
tokio-rocksdb-sdk-read-p1-c4-r0-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,rocksdb,sdk,read,1,4,100000,20260917,0,3,10,True,0,,3.270977916,121051,403314,10.000102875,40330.985094990836,97919,145023,0,0,0,2016596,265011200,45,18.267528,10.495113,16.34696170799998
goexec-memory-sdk-range-p1-c1-r2-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,memory,sdk,range,1,1,100000,20260917,2,3,10,True,0,,2.340091292,42583,142887,10.000074041,14288.594205819642,67839,85759,0,0,0,0,443973632,13,15.133716,1.38044,15.361660833000315
tokio-memory-sdk-range-p1-c1-r2-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,memory,sdk,range,1,1,100000,20260917,2,3,10,True,0,,2.311816166,52039,174444,10.000024042,17444.358060274353,55263,74303,0,0,0,0,444219392,10,15.002827,0.221401,15.344385208999938
goexec-memory-sdk-read-p1-c4-r4-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,memory,sdk,read,1,4,100000,20260917,4,3,10,True,0,,2.214063209,275832,919012,10.0000455,91900.78185144257,42815,56511,0,0,0,0,443596800,13,15.109332,0.374407,15.24949720900031
tokio-memory-sdk-read-p1-c4-r4-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,memory,sdk,read,1,4,100000,20260917,4,3,10,True,0,,2.38352125,273127,915229,10.000028708,91522.63725681296,43391,88383,0,0,0,0,443285504,10,14.887598,0.278123,15.416097708000052
goexec-rocksdb-sdk-update-p4-c4-r1-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,rocksdb,sdk,update,4,4,100000,20260917,1,3,10,True,0,,1.336010125,133743,447700,10.000101459,44769.545772665544,86015,144895,0,0,2184178,54341,1820377088,56,28.086128,14.403458,14.507763790999888
tokio-rocksdb-sdk-update-p4-c4-r1-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,rocksdb,sdk,update,4,4,100000,20260917,1,3,10,True,0,,1.355613166,141562,484821,10.00009625,48481.63336427887,79615,131583,0,0,2382531,41599,1910407168,53,26.732709,10.841951,14.533626292000008
goexec-blocking-rocksdb-sdk-update-p4-c4-r1-n100000-w3-s10-seed20260917,e963d801d8310f2cb89458be25ab0c11ddbbeddc08501d21e1d74f2cc4e7ef50,goexec-blocking,rocksdb,sdk,update,4,4,100000,20260917,1,3,10,True,0,,1.3429925,68390,315488,10.720522292,29428.41695645998,84351,156287,0,1,1577478,0,1353220096,56,18.983001,8.835696,15.188625208999838
goexec-blocking-rocksdb-sdk-range-p1-c1-r0-n100000-w3-s10-seed20260917,e963d801d8310f2cb89458be25ab0c11ddbbeddc08501d21e1d74f2cc4e7ef50,goexec-blocking,rocksdb,sdk,range,1,1,100000,20260917,0,3,10,True,0,,1.342637917,32369,108364,10.000029958,10836.367536410133,90431,109311,0,0,866937,0,264814592,48,14.146097,1.127888,14.41713695899989
tokio-rocksdb-sdk-range-p1-c1-r0-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,rocksdb,sdk,range,1,1,100000,20260917,0,3,10,True,0,,3.267050292,20378,68055,10.000088166,6805.439999157704,144383,178047,0,0,0,544466,265355264,45,12.375916,3.922319,16.325898166000115
goexec-rocksdb-sdk-range-p1-c1-r0-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,rocksdb,sdk,range,1,1,100000,20260917,0,3,10,True,0,,3.014560291,20996,70434,10.000012333,7043.391313385493,139903,175103,0,0,0,563493,264798208,48,12.444175,4.155176,16.083225290999962
goexec-blocking-rocksdb-sdk-read-p1-c4-r2-n100000-w3-s10-seed20260917,e963d801d8310f2cb89458be25ab0c11ddbbeddc08501d21e1d74f2cc4e7ef50,goexec-blocking,rocksdb,sdk,read,1,4,100000,20260917,2,3,10,True,0,,1.330617417,233236,789640,10.000072875,78963.42455404355,50047,64319,0,0,3948225,0,264257536,48,14.228173,0.364763,14.399533000000247
goexec-rocksdb-sdk-read-p1-c4-r2-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,rocksdb,sdk,read,1,4,100000,20260917,2,3,10,True,0,,2.989003583,139711,468231,10.000079584,46822.72736600653,84095,129983,0,0,0,2341176,264601600,48,18.642231,11.566188,16.06958237500021
tokio-rocksdb-sdk-read-p1-c4-r2-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,rocksdb,sdk,read,1,4,100000,20260917,2,3,10,True,0,,3.294874,123038,409875,10.000104375,40987.07219743394,96127,144255,0,0,0,2049401,264847360,45,18.105297,10.666323,16.363169457999902
goexec-rocksdb-sdk-read-p4-c4-r4-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,rocksdb,sdk,read,4,4,100000,20260917,4,3,10,True,0,,1.365320708,295828,986030,10.000051042,98602.49671313626,38175,61439,0,0,4778240,151935,265191424,54,51.354671,2.383306,14.441881416999877
tokio-rocksdb-sdk-read-p4-c4-r4-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,rocksdb,sdk,read,4,4,100000,20260917,4,3,10,True,0,,1.390034541,298799,998835,10.000043042,99883.07008328976,37439,61055,0,0,4860124,134073,265453568,51,51.330109,1.554331,14.455203500000152
goexec-blocking-rocksdb-sdk-read-p4-c4-r4-n100000-w3-s10-seed20260917,e963d801d8310f2cb89458be25ab0c11ddbbeddc08501d21e1d74f2cc4e7ef50,goexec-blocking,rocksdb,sdk,read,4,4,100000,20260917,4,3,10,True,0,,1.351842,303074,1012610,10.000045541,101260.53884938003,37919,54815,0,0,5063069,0,265502720,54,52.237703,1.340374,14.42300862500042
tokio-rocksdb-sdk-update-p1-c4-r2-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,rocksdb,sdk,update,1,4,100000,20260917,2,3,10,True,0,,3.174883583,90606,293693,10.000096375,29369.016956099087,133631,196863,0,0,0,1468491,1339047936,47,17.155954,11.946505,16.261281958999916
goexec-blocking-rocksdb-sdk-update-p1-c4-r2-n100000-w3-s10-seed20260917,e963d801d8310f2cb89458be25ab0c11ddbbeddc08501d21e1d74f2cc4e7ef50,goexec-blocking,rocksdb,sdk,update,1,4,100000,20260917,2,3,10,True,0,,1.3289905,144989,396230,10.000383208,39621.4816731251,76735,137343,0,27,1981175,0,1616805888,51,12.562626999999999,5.903598,14.53817137499982
goexec-rocksdb-sdk-update-p1-c4-r2-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,rocksdb,sdk,update,1,4,100000,20260917,2,3,10,True,0,,2.88628,94892,306438,10.000145958,30643.35273575214,127039,195583,0,0,0,1532211,1374453760,50,17.637513,12.686252,15.979746500000147
goexec-memory-sdk-range-p16-c16-r2-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,memory,sdk,range,16,16,100000,20260917,2,3,10,True,0,,2.214418166,291414,984489,10.000329625,98445.65498509756,156543,221439,0,0,0,0,456392704,55,204.806583,4.143225,15.258545041999696
tokio-memory-sdk-range-p16-c16-r2-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,memory,sdk,range,16,16,100000,20260917,2,3,10,True,0,,2.226789083,281247,934905,10.000305333,93487.64551367324,162047,280575,0,0,0,0,456916992,52,198.641634,3.170902,15.249015667000094
tokio-rocksdb-sdk-range-p4-c16-r4-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,rocksdb,sdk,range,4,16,100000,20260917,4,3,10,True,0,,1.401316875,84245,283302,10.000573916,28328.574177802217,556543,1238015,0,0,1878003,388438,269910016,51,55.363694,2.242616,14.476196000000073
goexec-blocking-rocksdb-sdk-range-p4-c16-r4-n100000-w3-s10-seed20260917,e963d801d8310f2cb89458be25ab0c11ddbbeddc08501d21e1d74f2cc4e7ef50,goexec-blocking,rocksdb,sdk,range,4,16,100000,20260917,4,3,10,True,0,,1.380255833,81947,293376,10.000534083,29336.033212337385,291583,2551807,0,1,2347033,0,270336000,54,52.933617,0.631317,14.45091258299999
goexec-rocksdb-sdk-range-p4-c16-r4-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,rocksdb,sdk,range,4,16,100000,20260917,4,3,10,True,0,,1.374030958,83000,281003,10.0004975,28098.90207962154,414463,2142207,0,0,1887454,360592,269926400,54,55.689516,2.404199,14.43947020800033
goexec-memory-sdk-create-p1-c1-r1-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,memory,sdk,create,1,1,100000,20260917,1,3,10,True,0,,2.268540917,134735,454480,10.000011375,45447.94830295881,19967,29055,0,0,0,0,2605285376,13,15.190405,1.709838,15.380029792000187
tokio-memory-sdk-create-p1-c1-r1-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,memory,sdk,create,1,1,100000,20260917,1,3,10,True,0,,2.336798167,168885,565885,10.000018916,56588.39295739588,15335,29967,0,0,0,0,3144613888,10,15.234311,0.46837999999999996,15.516901625000173
goexec-rocksdb-sdk-create-p16-c16-r3-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,rocksdb,sdk,create,16,16,100000,20260917,3,3,10,True,0,,1.3556599999999999,37354,136408,10.003619959,13635.86387318495,365055,6885375,0,0,818349,124,527040512,92,24.642208,14.465572,14.850125999999818
tokio-rocksdb-sdk-create-p16-c16-r3-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,rocksdb,sdk,create,16,16,100000,20260917,3,3,10,True,0,,1.384653958,100527,303653,10.007118416,30343.700091976603,200703,6774783,0,0,1821469,468,846528512,90,39.136126,10.935152,14.88940329099978
goexec-blocking-rocksdb-sdk-create-p16-c16-r3-n100000-w3-s10-seed20260917,e963d801d8310f2cb89458be25ab0c11ddbbeddc08501d21e1d74f2cc4e7ef50,goexec-blocking,rocksdb,sdk,create,16,16,100000,20260917,3,3,10,True,0,,1.356490667,31190,103964,10.004202084,10392.033180364533,380159,7208959,0,36,623809,0,479051776,91,19.734474,10.069706,14.828939416999674
tokio-rocksdb-sdk-mixed-p1-c1-r0-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,rocksdb,sdk,mixed,1,1,100000,20260917,0,3,10,True,0,,3.257086917,52415,173770,10.000027917,17376.951488764527,51167,100863,0,0,0,868876,325271552,45,8.917658,7.616298,16.335050666999905
goexec-rocksdb-sdk-mixed-p1-c1-r0-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,rocksdb,sdk,mixed,1,1,100000,20260917,0,3,10,True,0,,2.999817792,49226,161966,10.000047792,16196.52259357922,56351,104063,0,0,0,809851,321208320,48,9.35595,7.605605,16.06339600000001
goexec-blocking-rocksdb-sdk-mixed-p1-c1-r0-n100000-w3-s10-seed20260917,e963d801d8310f2cb89458be25ab0c11ddbbeddc08501d21e1d74f2cc4e7ef50,goexec-blocking,rocksdb,sdk,mixed,1,1,100000,20260917,0,3,10,True,0,,1.335472833,126469,410142,10.000009584,41014.16069202839,16959,63167,0,0,2050735,0,393920512,48,11.023552,2.861854,14.415714083999774
goexec-rocksdb-sdk-read-p4-c16-r4-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,rocksdb,sdk,read,4,16,100000,20260917,4,3,10,True,0,,1.368538917,312429,1040515,10.00021675,104049.24473262043,70463,755711,0,0,5005915,196679,267272192,54,53.110859,1.402233,14.431630499999756
tokio-rocksdb-sdk-read-p4-c16-r4-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,rocksdb,sdk,read,4,16,100000,20260917,4,3,10,True,0,,1.402142166,314040,1048723,10.000214917,104870.04616442886,109823,565759,0,0,5043974,199660,267583488,51,52.850899,1.207438,14.464656750000358
goexec-blocking-rocksdb-sdk-read-p4-c16-r4-n100000-w3-s10-seed20260917,e963d801d8310f2cb89458be25ab0c11ddbbeddc08501d21e1d74f2cc4e7ef50,goexec-blocking,rocksdb,sdk,read,4,16,100000,20260917,4,3,10,True,0,,1.350805125,314231,1044946,10.000204375,104492.46443525811,75199,643583,0,0,5224755,0,267255808,54,52.944438,0.584684,14.421758040999975
goexec-memory-sdk-read-p4-c4-r0-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,memory,sdk,read,4,4,100000,20260917,0,3,10,True,0,,2.217580917,329643,1100416,10.000052666,110041.02045796165,34655,51231,0,0,0,0,445480960,19,52.97649,1.496601,15.248668250000264
tokio-memory-sdk-read-p4-c4-r0-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,memory,sdk,read,4,4,100000,20260917,0,3,10,True,0,,2.372713292,345922,1147968,10.000058542,114796.1279605077,33055,51903,0,0,0,0,444399616,16,52.916583,0.7569859999999999,15.407853666999927
tokio-rocksdb-sdk-read-p4-c16-r3-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,rocksdb,sdk,read,4,16,100000,20260917,3,3,10,True,0,,1.390134417,305409,1038147,10.00026275,103811.97234042676,110463,574463,0,0,4992600,198154,267534336,51,52.825925,1.226253,14.46919916600018
goexec-blocking-rocksdb-sdk-read-p4-c16-r3-n100000-w3-s10-seed20260917,e963d801d8310f2cb89458be25ab0c11ddbbeddc08501d21e1d74f2cc4e7ef50,goexec-blocking,rocksdb,sdk,read,4,16,100000,20260917,3,3,10,True,0,,1.367960458,309374,1025240,10.000235125,102521.5894611278,77951,657919,0,0,5126219,0,267173888,54,52.921568,0.617285,14.423058833999676
goexec-rocksdb-sdk-read-p4-c16-r3-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,rocksdb,sdk,read,4,16,100000,20260917,3,3,10,True,0,,1.372598958,311968,1039172,10.000210708,103915.01042759829,69887,745983,0,0,5020355,175524,267370496,54,53.09396,1.298494,14.452870667000298
goexec-memory-sdk-update-p16-c16-r1-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,memory,sdk,update,16,16,100000,20260917,1,3,10,True,0,,2.255532083,548865,1828984,10.000202291,182894.70020482008,65279,274175,0,0,0,0,7604846592,55,137.260809,21.651577,15.345465875000173
tokio-memory-sdk-update-p16-c16-r1-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,memory,sdk,update,16,16,100000,20260917,1,3,10,True,0,,2.340575458,712933,2373316,10.000175291,237327.4398635739,63135,121727,0,0,0,0,9742123008,52,178.972819,10.983306,15.460069834000024
goexec-rocksdb-sdk-range-p1-c4-r3-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,rocksdb,sdk,range,1,4,100000,20260917,3,3,10,True,0,,2.939728292,39183,130764,10.000135541,13076.22276356904,303615,422655,0,0,0,1046139,266010624,48,23.226744,5.411117,16.001234125000337
tokio-rocksdb-sdk-range-p1-c4-r3-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,rocksdb,sdk,range,1,4,100000,20260917,3,3,10,True,0,,3.173497958,39387,130336,10.000259792,13033.261406295274,305407,417535,0,0,0,1042711,266371072,45,22.799644,5.334359,16.25257099999999
goexec-blocking-rocksdb-sdk-range-p1-c4-r3-n100000-w3-s10-seed20260917,e963d801d8310f2cb89458be25ab0c11ddbbeddc08501d21e1d74f2cc4e7ef50,goexec-blocking,rocksdb,sdk,range,1,4,100000,20260917,3,3,10,True,0,,1.3507883330000001,37264,123360,10.000032,12335.96052492632,320767,367359,0,0,986905,0,265388032,48,14.245328,0.368324,14.421863082999607
goexec-memory-sdk-mixed-p4-c16-r3-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,memory,sdk,mixed,4,16,100000,20260917,3,3,10,True,0,,2.337382041,344814,1153197,10.000258458,115316.71954712993,68479,582143,0,0,0,0,1344094208,19,53.933639,0.70917,15.392003082999963
tokio-memory-sdk-mixed-p4-c16-r3-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,memory,sdk,mixed,4,16,100000,20260917,3,3,10,True,0,,2.274437541,344948,1149235,10.000141667,114921.87193631685,95679,561663,0,0,0,0,1342750720,16,53.523023,0.5895509999999999,15.327651209000123
goexec-blocking-rocksdb-sdk-update-p1-c4-r3-n100000-w3-s10-seed20260917,e963d801d8310f2cb89458be25ab0c11ddbbeddc08501d21e1d74f2cc4e7ef50,goexec-blocking,rocksdb,sdk,update,1,4,100000,20260917,3,3,10,True,0,,1.352706959,142516,485070,10.00006825,48506.66894198447,79295,133119,0,18,2425375,0,1902477312,52,14.645366,7.057265,14.53253920799989
goexec-rocksdb-sdk-update-p1-c4-r3-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,rocksdb,sdk,update,1,4,100000,20260917,3,3,10,True,0,,3.022679875,91377,303425,10.000129708,30342.10643860581,129407,195327,0,0,0,1517151,1361002496,50,17.665945,13.042348,16.11539833300003
tokio-rocksdb-sdk-update-p1-c4-r3-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,rocksdb,sdk,update,1,4,100000,20260917,3,3,10,True,0,,3.234625708,87901,290255,10.000149041,29025.06740749285,135807,197247,0,0,0,1451301,1328627712,47,17.178785,12.060328,16.312351749999834
tokio-rocksdb-sdk-create-p4-c4-r0-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,rocksdb,sdk,create,4,4,100000,20260917,0,3,10,True,0,,1.389311875,129514,328588,10.000082333,32858.529465869346,85247,152575,0,0,1938335,33212,900694016,54,25.249799,8.47569,14.852997957999833
goexec-blocking-rocksdb-sdk-create-p4-c4-r0-n100000-w3-s10-seed20260917,e963d801d8310f2cb89458be25ab0c11ddbbeddc08501d21e1d74f2cc4e7ef50,goexec-blocking,rocksdb,sdk,create,4,4,100000,20260917,0,3,10,True,0,,1.352239125,77603,357928,10.000119542,35792.372130825075,91839,160895,0,0,2147587,0,872497152,57,26.48505,10.233024,14.802542291999998
goexec-rocksdb-sdk-create-p4-c4-r0-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,rocksdb,sdk,create,4,4,100000,20260917,0,3,10,True,0,,1.351106875,120716,385118,10.000106916,38511.38825164137,91391,167167,0,0,2251522,59205,981024768,57,30.166238,12.818791,14.802358542000093
tokio-rocksdb-sdk-update-p1-c1-r2-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,rocksdb,sdk,update,1,1,100000,20260917,2,3,10,True,0,,3.20445825,35391,117099,10.000094125,11709.78978160368,81535,139391,0,0,0,585515,704921600,45,7.9874979999999995,7.615467,16.36373062499979
goexec-blocking-rocksdb-sdk-update-p1-c1-r2-n100000-w3-s10-seed20260917,e963d801d8310f2cb89458be25ab0c11ddbbeddc08501d21e1d74f2cc4e7ef50,goexec-blocking,rocksdb,sdk,update,1,1,100000,20260917,2,3,10,True,0,,1.353598083,55568,181907,10.00003875,18190.629511310643,53855,94271,0,0,909554,0,885391360,49,7.955036,4.704868,14.5072407079997
goexec-rocksdb-sdk-update-p1-c1-r2-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,rocksdb,sdk,update,1,1,100000,20260917,2,3,10,True,0,,2.986552041,32327,99385,10.00004,9938.460246159015,93695,205439,0,0,0,496946,653213696,48,8.35879,7.47791,16.156154540999978
goexec-memory-sdk-create-p4-c4-r1-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,memory,sdk,create,4,4,100000,20260917,1,3,10,True,0,,2.356532959,243242,850234,10.000047375,85022.99720355075,43135,67391,0,0,0,0,4471308288,19,53.440609,2.02866,15.750496875000408
tokio-memory-sdk-create-p4-c4-r1-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,memory,sdk,create,4,4,100000,20260917,1,3,10,True,0,,2.436410708,263040,924560,10.000047584,92455.56005946301,40031,60319,0,0,0,0,4823236608,16,54.043015,1.11578,15.867325958000038
goexec-memory-sdk-mixed-p4-c16-r0-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,memory,sdk,mixed,4,16,100000,20260917,0,3,10,True,0,,2.228853208,349042,1165857,10.000213458,116583.21143808529,66175,573951,0,0,0,0,1354711040,19,53.840218,0.725179,15.274075042000277
tokio-memory-sdk-mixed-p4-c16-r0-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,memory,sdk,mixed,4,16,100000,20260917,0,3,10,True,0,,2.334084083,351483,1172813,10.000169208,117279.3155401576,95423,535551,0,0,0,0,1359757312,16,53.520648,0.628083,15.37488145799989
tokio-memory-sdk-update-p16-c64-r0-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,memory,sdk,update,16,64,100000,20260917,0,3,10,True,0,,2.3936407920000002,837518,2769368,10.000617542,276919.6990455212,202751,675327,0,0,0,0,11324211200,52,201.727393,7.20223,15.582958041999973
goexec-memory-sdk-update-p16-c64-r0-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,memory,sdk,update,16,64,100000,20260917,0,3,10,True,0,,2.264330375,836778,2831641,10.00069725,283144.3577596552,170495,845311,0,0,0,0,11509776384,55,202.818175,7.581609,15.465550625000105
tokio-rocksdb-sdk-range-p1-c1-r1-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,rocksdb,sdk,range,1,1,100000,20260917,1,3,10,True,0,,3.2491030419999998,20543,67794,10.000117584,6779.320286040349,144383,179583,0,0,0,542375,265207808,45,12.428402,3.843258,16.307144125000377
goexec-blocking-rocksdb-sdk-range-p1-c1-r1-n100000-w3-s10-seed20260917,e963d801d8310f2cb89458be25ab0c11ddbbeddc08501d21e1d74f2cc4e7ef50,goexec-blocking,rocksdb,sdk,range,1,1,100000,20260917,1,3,10,True,0,,1.361533542,31867,106074,10.000043125,10607.354255784772,92351,111807,0,0,848617,0,264699904,48,14.163439,1.115634,14.43984887500028
goexec-rocksdb-sdk-range-p1-c1-r1-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,rocksdb,sdk,range,1,1,100000,20260917,1,3,10,True,0,,2.939633375,20935,69866,10.000060541,6986.557702681012,140031,178943,0,0,0,558949,264732672,48,12.332599,4.289168,16.00633274999973
goexec-rocksdb-sdk-range-p1-c1-r3-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,rocksdb,sdk,range,1,1,100000,20260917,3,3,10,True,0,,3.037045875,20650,68675,10.000091416,6867.437220635904,142975,182527,0,0,0,549426,265043968,48,12.426154,4.328115,16.10448333400018
goexec-blocking-rocksdb-sdk-range-p1-c1-r3-n100000-w3-s10-seed20260917,e963d801d8310f2cb89458be25ab0c11ddbbeddc08501d21e1d74f2cc4e7ef50,goexec-blocking,rocksdb,sdk,range,1,1,100000,20260917,3,3,10,True,0,,1.358036791,32204,107583,10.000066084,10758.228905320102,90943,110591,0,0,860683,0,264945664,48,14.159351,1.120577,14.420420124999964
tokio-rocksdb-sdk-range-p1-c1-r3-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,rocksdb,sdk,range,1,1,100000,20260917,3,3,10,True,0,,3.221589417,20768,69632,10.000150667,6963.09508913522,141055,177407,0,0,0,557076,265191424,45,12.325629,3.915574,16.289582374999554
goexec-memory-sdk-range-p16-c64-r0-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,memory,sdk,range,16,64,100000,20260917,0,3,10,True,0,,2.335131959,270920,949878,10.001273959,94975.70048515855,376319,3112959,0,0,0,0,466534400,55,206.159428,2.431613,15.37622333299987
