run_id,binary_sha256,variant,backend,access,workload,parallelism,lanes,records,seed,repeat,warmup_requested,seconds_requested,valid,exit_code,error,setup_seconds,warmup_ops,operations,seconds,ops_per_second,p50_ns,p99_ns,errors,handoffs,rocksdb_granted,rocksdb_diverted,peak_rss_bytes,peak_threads_sampled,cpu_user_seconds,cpu_system_seconds,wall_seconds
tokio-memory-sdk-range-p16-c64-r0-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,memory,sdk,range,16,64,100000,20260917,0,3,10,True,0,,2.265571167,298934,1069888,10.00124325,106975.50027092882,591871,1259519,0,0,0,0,463585280,52,206.969708,2.024035,15.293585625000105
goexec-blocking-rocksdb-sdk-range-p4-c4-r1-n100000-w3-s10-seed20260917,e963d801d8310f2cb89458be25ab0c11ddbbeddc08501d21e1d74f2cc4e7ef50,goexec-blocking,rocksdb,sdk,range,4,4,100000,20260917,1,3,10,True,0,,1.380796959,79566,293184,10.00009925,29318.109017767998,127615,213887,0,0,2345491,0,268173312,54,52.821715,1.282145,14.449202125000284
tokio-rocksdb-sdk-range-p4-c4-r1-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,rocksdb,sdk,range,4,4,100000,20260917,1,3,10,True,0,,1.395747584,78013,260582,10.000138709,26057.838554327198,145151,234751,0,0,1827765,256910,267026432,51,51.090657,2.282135,14.456368333000228
goexec-rocksdb-sdk-range-p4-c4-r1-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,rocksdb,sdk,range,4,4,100000,20260917,1,3,10,True,0,,1.353667416,76930,261575,10.000124667,26157.17390636006,146943,229759,0,0,1819579,273040,267304960,54,51.049412,3.175644,14.412976999999955
tokio-rocksdb-sdk-update-p4-c16-r1-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,rocksdb,sdk,update,4,16,100000,20260917,1,3,10,True,0,,1.387107416,226559,617191,10.491254125,58829.09637364256,182143,458239,0,0,2639791,446183,2524053504,54,41.846483,10.926705,15.072270707999905
goexec-blocking-rocksdb-sdk-update-p4-c16-r1-n100000-w3-s10-seed20260917,e963d801d8310f2cb89458be25ab0c11ddbbeddc08501d21e1d74f2cc4e7ef50,goexec-blocking,rocksdb,sdk,update,4,16,100000,20260917,1,3,10,True,0,,1.364054375,162968,407682,10.787343792,37792.621414582245,160127,512255,0,31,2038442,0,1798471680,62,27.169871,5.14931,15.454215707999992
goexec-rocksdb-sdk-update-p4-c16-r1-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,rocksdb,sdk,update,4,16,100000,20260917,1,3,10,True,0,,1.356238208,153969,367873,10.138531375,36284.64383974943,174335,485119,0,0,1578888,260502,1595228160,56,26.345079,6.553618,14.64075554100009
goexec-blocking-rocksdb-sdk-create-p1-c4-r1-n100000-w3-s10-seed20260917,e963d801d8310f2cb89458be25ab0c11ddbbeddc08501d21e1d74f2cc4e7ef50,goexec-blocking,rocksdb,sdk,create,1,4,100000,20260917,1,3,10,True,0,,1.342414875,96659,238141,10.118742875,23534.642884183377,92543,152063,0,12,1428871,0,735330304,54,11.181454,4.443903,14.831816875000186
tokio-rocksdb-sdk-create-p1-c4-r1-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,rocksdb,sdk,create,1,4,100000,20260917,1,3,10,True,0,,3.210859375,71760,236437,10.000056166,23643.567203540442,164223,240895,0,0,0,1418642,703512576,48,17.849749,10.920381,16.593405541000266
goexec-rocksdb-sdk-create-p1-c4-r1-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,rocksdb,sdk,create,1,4,100000,20260917,1,3,10,True,0,,2.990761375,75145,246944,10.000158125,24694.00952597437,158463,227839,0,0,0,1481685,719618048,51,18.398427,11.69011,16.367441291999967
goexec-memory-sdk-range-p1-c1-r4-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,memory,sdk,range,1,1,100000,20260917,4,3,10,True,0,,2.344183,42820,143065,10.00003175,14306.454577006718,67711,84607,0,0,0,0,443957248,13,15.145842,1.374825,15.377586916999917
tokio-memory-sdk-range-p1-c1-r4-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,memory,sdk,range,1,1,100000,20260917,4,3,10,True,0,,2.329696667,51877,174309,10.000044916,17430.821707721218,55359,74431,0,0,0,0,443957248,10,15.02206,0.220825,15.359691415999805
tokio-memory-sdk-create-p4-c4-r2-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,memory,sdk,create,4,4,100000,20260917,2,3,10,True,0,,2.290005792,266768,896800,10.000063,89679.43501955937,41183,61631,0,0,0,0,4734287872,16,53.984901,1.062079,15.719195250000212
goexec-memory-sdk-create-p4-c4-r2-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,memory,sdk,create,4,4,100000,20260917,2,3,10,True,0,,2.19652225,255868,870259,10.000056709,87025.40648762234,42303,62271,0,0,0,0,4596875264,19,53.853215,1.8373869999999999,15.578638916999807
goexec-blocking-rocksdb-sdk-update-p4-c16-r3-n100000-w3-s10-seed20260917,e963d801d8310f2cb89458be25ab0c11ddbbeddc08501d21e1d74f2cc4e7ef50,goexec-blocking,rocksdb,sdk,update,4,16,100000,20260917,3,3,10,True,0,,1.36467325,192770,561728,10.000354292,56170.80991314142,163199,523519,0,70,2808665,0,2154840064,63,35.672869,6.984246,14.554830415999731
goexec-rocksdb-sdk-update-p4-c16-r3-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,rocksdb,sdk,update,4,16,100000,20260917,3,3,10,True,0,,1.349691459,153576,479258,10.000289333,47924.41338857011,176383,502783,0,0,2034007,362308,1922596864,56,31.959814,8.347618,14.533651834000011
tokio-rocksdb-sdk-update-p4-c16-r3-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,rocksdb,sdk,update,4,16,100000,20260917,3,3,10,True,0,,1.3715888330000001,157094,458439,10.604157333,43232.006618134925,178943,430079,0,0,1975845,316388,1883766784,53,30.730354,7.585918,15.696675333000258
goexec-blocking-rocksdb-sdk-mixed-p16-c16-r0-n100000-w3-s10-seed20260917,e963d801d8310f2cb89458be25ab0c11ddbbeddc08501d21e1d74f2cc4e7ef50,goexec-blocking,rocksdb,sdk,mixed,16,16,100000,20260917,0,3,10,True,0,,1.331233417,345758,1163020,10.000313334,116298.35597709284,115199,365823,0,0,5815125,0,1059028992,90,103.259049,41.428269,14.539913708999848
goexec-rocksdb-sdk-mixed-p16-c16-r0-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,rocksdb,sdk,mixed,16,16,100000,20260917,0,3,10,True,0,,1.371334542,333941,1097181,10.000295125,109714.86204013404,124095,364799,0,0,5485848,76,1039564800,90,103.696304,48.222044,14.567826167000021
tokio-rocksdb-sdk-mixed-p16-c16-r0-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,rocksdb,sdk,mixed,16,16,100000,20260917,0,3,10,True,0,,1.4032888749999999,466183,1504611,10.000206041,150457.99994832327,92735,236031,0,0,7523007,73,1464418304,88,135.74587,29.655161,14.503240625000217
goexec-blocking-rocksdb-sdk-range-p4-c4-r0-n100000-w3-s10-seed20260917,e963d801d8310f2cb89458be25ab0c11ddbbeddc08501d21e1d74f2cc4e7ef50,goexec-blocking,rocksdb,sdk,range,4,4,100000,20260917,0,3,10,True,0,,1.378987625,78597,269471,10.000120416,26946.775517707927,136447,244735,0,0,2155787,0,267845632,54,52.7143,1.408467,14.436146999999892
goexec-rocksdb-sdk-range-p4-c4-r0-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,rocksdb,sdk,range,4,4,100000,20260917,0,3,10,True,0,,1.3655765,77304,257808,10.000150375,25780.41232704963,149247,232319,0,0,1784678,277811,266764288,54,51.020267,3.258023,14.427685084000132
tokio-rocksdb-sdk-range-p4-c4-r0-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,rocksdb,sdk,range,4,4,100000,20260917,0,3,10,True,0,,1.38733225,76279,258860,10.000100625,25885.739524746034,147839,245759,0,0,1787787,283112,267501568,51,50.65672,2.54207,14.457027166999978
goexec-memory-sdk-mixed-p16-c16-r2-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,memory,sdk,mixed,16,16,100000,20260917,2,3,10,True,0,,2.366085459,585814,1964684,10.000338375,196461.75222545906,58847,265983,0,0,0,0,1984544768,55,133.649933,21.888608,15.41362370800016
tokio-memory-sdk-mixed-p16-c16-r2-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,memory,sdk,mixed,16,16,100000,20260917,2,3,10,True,0,,2.430636208,793521,2642421,10.000159291,264237.8909282116,56191,117503,0,0,0,0,2519891968,52,174.301404,9.803799,15.475307874999999
tokio-memory-sdk-update-p4-c4-r2-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,memory,sdk,update,4,4,100000,20260917,2,3,10,True,0,,2.255803042,334729,1147675,10.000039583,114767.04571760294,33183,53439,0,0,0,0,4892590080,16,53.066952,1.349665,15.332421708999846
goexec-memory-sdk-update-p4-c4-r2-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,memory,sdk,update,4,4,100000,20260917,2,3,10,True,0,,2.261443,324278,1120412,10.0000555,112040.57817479112,34335,51647,0,0,0,0,4781473792,19,53.534269,1.967905,15.332418042000427
goexec-memory-sdk-read-p16-c64-r2-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,memory,sdk,read,16,64,100000,20260917,2,3,10,True,0,,2.244116875,942114,3209961,10.001104125,320960.66193091456,155775,712191,0,0,0,0,469483520,55,201.923268,4.930157,15.27591083299967
